,projectName,searchResults
107,Datenstrukturen-Praxiseinheit-2,"99,400"
108,Datenstrukturen,"107,000"
109,Datejs,"15,900"
110,DateTime-Astro,"9,860,000"
111,DateTime,"11,700,000"
112,DateGmt,"3,700,000"
113,DateBox,"57,600"
114,DatabaseQueue,"539,000"
115,DatabaseAlgorithms,"37,800,000"
116,DataStatus,"200,000,000"
117,DataPro,"90,200"
118,DataObj,"8,380,000"
119,DataGetter_JavaME_MobilePhone,"170,000"
120,DataAccessFramework,"630,000"
121,Data.RiakClient,"299,000"
122,Data-structures,"8,750,000"
123,Data-UUID,"8,110,000"
124,Dasani-All,"477,000"
125,Dasani,"1,120,000"
126,Das,"190,000,000"
127,DarwinStreamingServer-Linux,"19,100"
128,DarkRoomW,"1,980,000"
129,Daredevil,"3,660,000"
130,Darcy-s-DHL-app,"38,100,000"
131,Dali,"11,900,000"
132,DWTCodec,"17,100"
133,DWSfromCSV,"464,000"
134,DWPM-Mixing-Rule---Binary-Systems,"14,000,000"
135,DVS,"9,410,000"
136,DTL-PhysX.Net,"1,750,000"
137,DTFM,"1,280,000"
138,DSP-Experiments,"1,700,000"
139,DSH-Voice,"155,000"
140,DSH,"5,040,000"
141,DRAMSim2,"3,880"
142,DQ,"18,100,000"
143,DPS-s-Super-Processor-9000,"9,760,000"
144,DP,"67,900,000"
145,DOS,"125,000,000"
146,DOM-Tetris,"209,000"
147,DOM-Sailbloat,"164,000"
148,DNSdroid,"22,400"
149,DNArm,"3,180,000"
150,DMS315,"428,000"
151,DMS,"18,300,000"
152,DKPython,"13,400,000"
153,DJsAdmin,"535,000"
154,DIYgenomics_Android,620
155,DIRE,"21,300,000"
156,DHBW-STGT-09,"167,000"
157,DH-dlc,"2,660,000"
158,DGa2,"11,500"
159,DFSound,"193,000"
160,DF-Designer,"18,100,000"
161,DES,"407,000,000"
162,DEPRECATED_feincmstools,480
163,DD_belatedPNG,"13,600"
164,DDT,"6,750,000"
165,DDMCubeTeragrid,22
166,DDMCube,"2,060,000"
167,DDDSW2010,32
168,DDDAgain,"10,700,000"
169,DDD-Kwirk,"21,800"
170,DDD,"200,000,000"
171,DDB,"12,200,000"
172,DCDMorpher,"21,400"
173,DC,"215,000,000"
174,DBus-Music-Pidgin-NCurses,"13,300"
175,DBWrapper,"1,120,000"
176,DBScan,"589,000"
177,DBS-Projekt-Fussball-WM,"357,000"
178,DBLite,"7,080"
179,DB4O-Server,"47,600"
180,DB-Record,"25,500,000"
181,D3DShadows,"7,080,000"
182,D3DLighting,"463,000"
183,D3DFiltering,"5,220,000"
184,D3DBumpMapping,"95,700"
185,D32SUMS,3
186,D20,"4,540,000"
187,Cyberspace-cybersystem,"9,700,000"
188,Cyberspace-cybergod,"175,000"
189,CyberLaurent,"820,000"
190,CyCaM,"4,250"
191,CustomTestRunners,"746,000"
192,Custom-Keys,"44,800,000"
193,Curses-game-of-life,"4,290,000"
194,CurrentTimetable,"21,600,000"
195,CurrentTempRep,"40,000,000"
196,Cupuacu-Bindings,"7,600"
197,Culebra,"2,680,000"
198,CueCutter,"22,200,000"
199,Cuco,"1,650,000"
200,CubeHags,"14,300"
201,Cube,"29,100,000"
202,CuC-HOF,"320,000,000"
203,CssVerificator,"52,000,000"
204,Cshellsynth,"2,380"
205,CsharpMonads,"14,400"
206,Csc-301-Project,"573,000"
207,Cs1631-BPM,55
208,Cryptography,"7,180,000"
209,Crypt-OTR,"86,800"
210,Crypt-Camellia,"46,900"
211,Crustulum,"10,600"
212,CrowdMap,"10,500"
213,CrossSlide,"520,000"
214,CronosEnbourg,"551,000"
215,CrimsonKit,"6,820,000"
216,Crigate-TracIrcGateway,61
217,CreatorsProjectDev,"56,600,000"
218,CreateLink,"39,500"
219,CreateKeyStorage,"845,000"
220,Creaseness,"89,700"
221,Cre-ACEMBLER,"1,200,000"
222,CrazyAnt,"8,850"
223,Crawler,"82,100,000"
224,CraSS,"2,270,000"
225,Cpuhog,"478,000"
226,CppNoddy,"4,130"
227,CppBot,"874,000"
228,CoverGrabber,"1,620,000"
229,Coursework--1,"242,000,000"
230,CourseSystem,"277,000,000"
231,CourseOrg,"222,000,000"
232,CourseIS,"285,000,000"
233,Course-File-System,"13,100,000"
234,Course-Examples-for-IBM-Cell-B.E.Programming,"8,830,000"
235,CouchPotatoV1,"23,700"
236,CoreDataTest,"12,100,000"
237,Core,"91,200,000"
238,CoolClock,"8,880"
239,CoolCitiesInfo,"14,100,000"
240,CooQuery,"5,320,000"
241,Cony,"3,510,000"
242,Conway-s-Game-of-Life,"17,500,000"
243,Convo,"2,900,000"
244,Convertie,"498,000"
245,ConvertEndianess,"133,000"
246,Convert,"37,400,000"
247,Conversations,"17,000,000"
248,ControlTower,"2,410,000"
249,Contractango,"19,100,000"
250,Contest,"32,900,000"
251,Contactz,"38,400,000"
252,Construct,"18,600,000"
253,Console.log.js,"28,200,000"
254,ConnectionKit,"13,000,000"
255,ConnectFour,"1,120,000"
256,Connect4-node,"33,700,000"
257,ConkyTransmission,"43,000"
258,Confs,"121,000"
259,Confirm.JQuery,"88,500,000"
260,Configured-S3-backups,"2,730,000"
261,Configure,"25,800,000"
262,ConfRoR2009,29
263,Conf,"24,000,000"
264,Cone,"22,000,000"
265,ConcurrentEditor,"7,130,000"
266,Computer-Vision-Final-Project,"3,930,000"
267,ComputationalGeometry,"3,100,000"
268,Compilador-C88,"4,100"
269,Competences,"12,200,000"
270,CompGeomDemo,"2,800"
271,Community,"345,032,704"
272,CommonLib,"15,200,000"
273,CommonConsensus,"7,170,000"
274,Common-Service-Factory,"160,000,000"
275,Common-Census,"3,540,000"
276,CommandProxy,"29,600,000"
277,CommandProcess-AS3,"4,410,000"
278,CommandLineParser,"7,030,000"
279,Command-T,"115,000,000"
280,Comix,"5,540,000"
281,Comic.js,"652,000"
282,CometNodeJs,"142,000"
283,CombiSAT,"5,540"
284,ColourLab,"27,600"
285,ColorsCMP,"1,280,000"
286,Coloration,"2,460,000"
287,ColorPicker,"29,300,000"
288,ColorLab,"45,800"
289,ColorKit,"10,700"
290,Colonialism-Database,"18,900,000"
291,Collectii,"6,930,000"
292,CollatzProjector,"23,200"
293,CollatzConjecture-pdx.edu,"4,990"
294,Collatz4Neo,9
295,ColladaCoherencyTest,689
296,Coin-Auction,"1,490,000"
297,CogSlots,"32,500,000"
298,CodingDojoDublin,"12,600"
299,Coding-Dojo-At-Dell,"73,900,000"
300,Codeine,"3,600,000"
301,Codeigniter-Egypt,"101,000"
302,CodeTests,"18,900,000"
303,CodeQL,"264,000"
304,CodeMirror-v1,"80,600"
305,CodeMirror,"408,000"
306,CodeMigrate,"41,700,000"
307,CodeGallery,"15,700,000"
308,CodeChirp,"870,000"
309,CodeChef,"1,930,000"
310,Code4Fun,"6,080"
311,Code-Set,"316,000,000"
312,Code-Samples,"290,000,000"
313,Code,"1,770,000,000"
314,Cocos2d-basic-app-with-autorotation,"100,000"
315,CocoaScheme,"808,000"
316,CocoaGLBooth,"45,500"
317,Cockerel,"474,000"
318,CobaltMVC,"155,000"
319,CoPress-Convert,"26,900,000"
320,CnC.NET,"18,100,000"
321,Cmput291-mini-project2,69
322,Cmput291-Mini-Project-1,60
323,ClusteredPoller,"9,360"
324,ClusteredJena,"41,400"
325,ClusterViewer,"27,500,000"
326,ClusterAlign,"4,670,000"
327,ClueNet,"3,180"
328,Clube_robotica,"266,000"
329,ClubCalendar,"91,800,000"
330,CloudMVC,"9,870,000"
331,CloudCycle,"365,000"
332,Cloud9,"3,860,000"
333,ClockTails,"12,700,000"
334,Clochette,"527,000"
335,ClientServerCommunication,"486,000"
336,Client,"87,300,000"
337,Cleverscape.uTorrentClient.WebClient,64
338,CleanBackup,"282,000"
339,Clean-Read,"54,900,000"
340,ClassicDomainObjects,"84,700"
341,ClassesThreads,"2,870,000"
342,ClassAd_Csharp,"6,830,000"
343,ClarkVsKnuth,"17,700"
344,ClGaussianPyramid,"120,000"
345,CiviMobile,"4,740"
346,CiviCRM-Scalable-Import-Tool,"1,440,000"
347,CityBikes,"25,300,000"
348,City-Go-Round,"23,500,000"
349,CiteDrag,"2,460,000"
350,CitCestaClt,14
351,Cirrostratus-protocol,"4,590"
352,CircleCrossGame,"24,500,000"
353,Cinema,"42,500,000"
354,CineWorld-Android,"61,600"
355,CinderFlow,"15,200,000"
356,Cinder-OSC,"274,000"
357,Cinder-MIDI,"672,000"
358,Cinder,"4,990,000"
359,ChuzzBot,906
360,Chutney,"3,400,000"
361,Chronoly,"7,160,000"
362,Chromitez,"511,000"
363,ChromeFullscreenAddressBar,"3,280,000"
364,ChromeChina,"590,000"
365,ChromeChatterLinker,"42,300,000"
366,Chroma-Hash,"1,940,000"
367,ChromRIL,"55,200,000"
368,ChradBlock,"25,800,000"
369,Chorus-Mootols,"15,200"
370,ChipmunkTutorial,"300,000"
371,ChickenFingers,"13,800,000"
372,ChicagoBoss,"238,000"
373,Chicago-Public-Library-Tool,"8,240,000"
374,Chester-Ti-Example,"56,700,000"
375,Chess,"25,900,000"
376,CherryRed,"13,600,000"
377,ChemSpidey-v2,53
378,ChemPy,"26,600"
379,ChemGadget,"38,600"
380,ChemBrowser,"140,000"
381,ChecksumValidator,"4,660,000"
382,Checkers,"12,200,000"
383,Check,"1,150,000,000"
384,ChatNS,"5,670,000"
385,ChatHammer-9000,"157,000"
386,Chat,"181,000,000"
387,ChartThingy,"146,000"
388,CharsetEncoder,"17,200"
389,Characterization,"12,700,000"
390,CharacterWave,"265,000"
391,CharToInt,"5,700"
392,ChaosUtil,"72,000"
393,Change-Colors,"173,000,000"
394,Chameleon,"7,920,000"
395,CentralizedTaskServer,"154,000"
396,CentipedeGame,"3,200"
397,Centipede-Clone,"92,000"
398,Cell-Simulation,"5,030,000"
399,Cell-Counter,"13,200,000"
400,Ceiling-Sensing-Online,"39,600,000"
401,CedarRapidsOnline,"16,300,000"
402,Ce-Faci,"541,000"
403,Cclrs,"12,500"
404,Catch-The-Ball,"14,700,000"
405,CatalystX-JobServer,"5,710"
406,CataMonitor,"1,510,000"
407,Castle.Windsor.Lifestyles,"963,000"
408,Castle.MonoRail.ViewComponents,"223,000"
409,Castle.MonoRail,"352,000"
410,Castle.Facilities.Wcf,"56,400,000"
411,Castle.Facilities.AutomaticTransactionManagement,"67,000"
412,Castle.Core,"450,000"
413,Castle.Components.Validator,"13,400"
414,Castle.Components.Binder,"12,400,000"
415,Castle.ActiveRecord-READONLY,"83,400"
416,Castle-Windsor-Examples,"4,260,000"
417,Castle-Age-Autoplayer,"626,000"
418,CassandraCompositeType,"206,000"
419,CassFS,"3,560,000"
420,Case-Hardened-JavaScript,"53,600,000"
421,CascadeExplorer,"4,120,000"
422,Cascade-Server-Chrome-Extension,"25,400"
423,Cascade-DB-Version-Counter,"20,400,000"
424,CasOwa,"7,560"
425,Carthagogram,"13,100"
426,Carnegie-Bazaar,"74,400"
427,CareJS,"23,700,000"
428,CardShark,"43,900"
429,CardReader,"9,000,000"
430,Card-Life,"209,000,000"
431,Car-Cast,"108,000"
432,Capstone_v2,"177,000"
433,CappuccinoSpringDwr,"246,000"
434,Cappuccino-X-Tornado,"2,080,000"
435,CappuRails,"99,800"
436,CappCalc,"6,870,000"
437,Capitol-Words,"22,000,000"
438,CanyonPilot,"10,900,000"
439,Canvaser,"199,000"
440,CanvasScript3,"23,200,000"
441,Canvas-Timemachine,"215,000"
442,Canvas,"39,100,000"
443,CanvWrap,"20,700,000"
444,Canal-DailyDownloader,"118,000"
445,CanVim,"39,100,000"
446,CanBox,"13,700"
447,Campfire-Userscripts,"163,000"
448,CampFireManager,"7,980,000"
449,CameraLib4U,40
450,Cam-Mash,"3,650,000"
451,Calpe-School,"98,500"
452,CallerId-for-OpenVBX,"8,100"
453,CallJSON,"27,100,000"
454,Calix,"1,490,000"
455,CalendarView,"183,000"
456,CalendarTools,"21,000,000"
457,Calculator-Sample,"41,300,000"
458,Cafe-lentique,"11,500,000"
459,CactiView,"832,000"
460,CachingWrapper,"3,840,000"
461,C_Stub,"24,100,000"
462,C_Programlamaya_Giris,"11,100,000"
463,CYA,"3,850,000"
464,CXMLTestFramework,"7,030"
465,CVs,"30,400,000"
466,CVTrackpad,"824,000"
467,CURL4D,"2,030,000"
468,CUNY-J-School,"236,000"
469,CTS_dev,"7,070,000"
470,CTSA-SUP,"1,190,000"
471,CTK,"3,630,000"
472,CTA-Twitter,"159,000"
473,CSharpTutorials,"14,100,000"
474,CSharpMarsRoverChallenge,"38,100"
475,CSharpInterviewPractice,"2,480,000"
476,CS_450-p2,"16,600,000"
477,CSScharts,"31,500,000"
478,CSSImport-Resolver-for-.Net,"231,000"
479,CSS430-FileSystem,"296,000"
480,CSS3Spotlight,"2,420,000"
481,CSS3-Buttons-with-LESS,"50,200,000"
482,CSS-Transitions-Transforms-and-Animation,"9,640,000"
483,CSS-Optimizer,"2,250,000"
484,CSMongo,424
485,CSL,"11,200,000"
486,CSIE_ASM,"45,300"
487,CSG-blogpost-code,"398,000"
488,CSC541HW5,1
489,CSBot,"12,700"
490,CS480-Repo,"6,610"
491,CS430,"133,000"
492,CS340-Project-3,"113,000,000"
493,CS3-2010,"602,000"
494,CS184-RayTracer,"2,040"
495,CS184-Pinball,24
496,CS-York-Timetable-Parser,"928,000"
497,CS-302-Project-1,"4,830,000"
498,CRefEx,"15,300,000"
499,CRUDMaster,"1,100,000"
500,CRUD-with-Spring,"1,850,000"
501,CRUD-project,"8,040,000"
502,CRESTaceans,"1,620,000"
503,CREST-fs,"1,340,000"
504,CREP,"1,650,000"
505,CQRS-sample-event-sourcing,"3,370,000"
506,CP,"69,100,000"
507,CNPROG,"3,100"
508,CNCController,"12,500,000"
509,CMouseable,11
510,CMake,"7,890,000"
511,CMS,"51,300,000"
512,CL_FinalPrimavera09,"156,000"
513,CLI-Monopoly,"109,000"
514,CISLA-on-Rails,"25,300"
515,CIS-406-Project,"15,800,000"
516,CIMTool,"7,580"
517,CICCOL,"45,000"
518,CGravSim,29
519,CGenPlus,"6,890"
520,CGI-Deurl-XS,"608,000"
521,CFWebsocketChat,"10,000"
522,CFRaii,"11,700"
523,CFMemoryCounterAgent,"140,000"
524,CECS-525-QEMU,"37,300"
525,CDQuartzCocoaLib,24
526,CDN-Rewrites-Redux,"371,000"
527,CDA5155,"1,300"
528,CCMClient,"2,120,000"
529,CCLogger,"2,150"
530,CCCL,"406,000"
531,CCArray,"10,400"
532,CBIR_GA,"18,300"
533,CAPlayThrough,"157,000"
534,CANN,"47,700,000"
535,CAGD,"397,000"
536,CA,"1,630,000,000"
537,C55,"1,880,000"
538,C3_N900,"230,000"
539,C-structures,"154,000,000"
540,C-sharp-Test-Generator,"33,800,000"
541,C-library,"223,000,000"
542,C-Programming-Examples,"112,000,000"
543,C-Plus-Plus,"26,100,000"
544,C-MsgGen,"12,300,000"
545,C-Code-Examples,"255,000,000"
546,C-Algorithms,"34,200,000"
547,C--_snippets,"4,190"
548,C--Home-Ledger,"141,000,000"
549,C---Port,"201,000,000"
550,C---Message-Passing-Example,"84,900,000"
551,ByzantineParkingLot,"93,200"
552,BuzzWatching,"3,210,000"
553,Busstider,"37,300"
554,Business_network_project,"48,200,000"
555,Business,"1,210,000,000"
556,BurnBot,"5,650"
557,Bullet,"24,200,000"
558,Buildroot,"530,000"
559,Building-Blocks,"6,850,000"
560,Builder,"506,000,000"
561,BuildCraft,"817,000"
562,BuggyPress,"4,800,000"
563,BugTrackr,"21,600,000"
564,BugTracker,"411,000"
565,BufsUI,"779,000"
566,Buddy-profile,"13,700,000"
567,BucketMUD,"2,410,000"
568,BubbleBubble,"60,300,000"
569,Bubble-Breaker,"1,610,000"
570,BrstmFilesizePatcher,17
571,Browser-Chooser,"30,500,000"
572,Browser-Based-Map-Reduce,"3,970,000"
573,Brightness,"13,900,000"
574,Brightcove-API,"70,600"
575,BrewApp,"1,570"
576,Brawndo,"23,900"
577,Brainstorming,"4,470,000"
578,Brains,"10,600,000"
579,BrainBay,"4,390"
580,Brain,"35,100,000"
581,Boycott-Toolkit,"130,000"
582,BoxySeq,"19,700"
583,BoxeeStarter,"18,900"
584,BoxcarMethodNamePlugin,"2,070,000"
585,BoxWorld-for-PyS60,55
586,Box2D_AndroidNDK,"9,880"
587,Bowling,"34,600,000"
588,Bovespa-Data-Fetcher,"25,800,000"
589,Bounce,"18,400,000"
590,Bots,"16,800,000"
591,Botball-2010,"12,600"
592,BotMuraj,"10,900,000"
593,BotExample,"33,900,000"
594,BotCommander,"21,700,000"
595,BotArena,"8,740,000"
596,Bot,"44,800,000"
597,Boron,"6,880,000"
598,BorderAdder,"8,900,000"
599,Boots,"29,900,000"
600,Bootes,"658,000"
601,BootEd,"3,200,000"
602,Boopla-Node,"17,700"
603,Bookmarxy,"17,600,000"
604,Bonoo,"2,040,000"
605,BomberMan,"2,340,000"
606,BomberDude,"448,000"
607,BodyTrack,"7,470"
608,BmoreFiber,"7,220"
609,BlueLegoFrameworkDemo,"48,000"
610,BlueInk,"407,000"
611,BlowfishCookieHelper,"723,000"
612,Blossom,"19,200,000"
613,Bloggart-Blog,"5,330,000"
614,BlogApp,"149,000,000"
615,Blog-in-15,"114,000,000"
616,Blog-Shortcuts,"27,400,000"
617,Blog,"205,000,000"
618,BlocketWatcher,"8,250,000"
619,BlockOutM,"1,180,000"
620,Blix,"1,120,000"
621,Blitz,"16,700,000"
622,Bliss,"18,000,000"
623,Blip-Stats,"639,000"
624,Blinken-Button,"598,000"
625,BlendingSilverlightWalkthrough,"32,900"
626,Blarg,"102,000"
627,Blag-CMS,"59,500,000"
628,Blades-of-Avernum-Editor-Remake,"51,300"
629,Blackjack,"9,800,000"
630,BlackRabbit,"44,900,000"
631,BlackLinks,"3,090,000"
632,BlackBamBoO,"19,600,000"
633,BitsUpdater,"33,600,000"
634,Bitor,"96,400"
635,BitleSpeak,"14,300,000"
636,BitSet,"1,180,000"
637,BitPatternGenerator,"17,800,000"
638,BitButcher,"7,380,000"
639,Birds,"28,400,000"
640,BiokteriiRL,"8,880,000"
641,BiokteriiNeural,35
642,BiokteriiFuzzy,31
643,Biokterii,"219,000"
644,BiokteriID3,50
645,BioinformaticScraps,"12,600"
646,BioIdentify,"3,360"
647,Bio-Tools-HMM,"37,100,000"
648,Bio-Chado-Schema,"13,500,000"
649,Binding-Tools,"18,700,000"
650,BinaryDigit,"5,390,000"
651,BinaryAdd,"25,300,000"
652,Bills,"34,700,000"
653,Billing-Request-System,"15,400,000"
654,Billiard,"4,340,000"
655,BillSplitter,"17,800,000"
656,Biglist,"176,000"
657,BigCalendar,"46,900,000"
658,BigBlueButton-api-chrome-extension,"31,300,000"
659,Big-js,"1,420,000"
660,Bibliomania,"137,000"
661,BibleCode,"254,000"
662,Bettor,"965,000"
663,BetterGeocaching,"323,000"
664,Better-SeleneseAntTask,"14,000"
665,Better-Google-Reader,"44,200,000"
666,Betelgeuse,"741,000"
667,Beta-SMS,"97,100"
668,Bento,"11,900,000"
669,Beginning-Python-Visualization,"593,000"
670,Befunge,"29,300"
671,Beek,"4,100,000"
672,BeautyClockLiveWallpaper,"1,300,000"
673,BeautifulSoupedUp,"3,750,000"
674,BeardBot,"9,070"
675,BeAT,"32,400,000"
676,Bazar,"15,500,000"
677,Bayes.NET,"143,000"
678,Bavc-Final-Project,"60,200,000"
679,Battleship-Visualizer,"1,050,000"
680,BattleTris,"6,650"
681,Batcher,"336,000"
682,BasicExperiment,"18,300,000"
683,BasicBot,"21,600,000"
684,BasicBlog,"16,200,000"
685,Basic-Starting-Point-App,"33,200,000"
686,Basic-FE-Template,"23,100,000"
687,Basecamp-Reporting-Suite,"56,200,000"
688,Baseball-Simulator,"135,000"
689,Baseball,"38,700,000"
690,BaseElements-Plugin,"6,240"
691,Base64-Additions,"726,000"
692,Bartlett,"14,400,000"
693,BarebonesEngine,"984,000"
694,BarcodeSaver,"3,180,000"
695,BarTab,"40,900"
696,BarCode-Labeling,"27,400,000"
697,Bankroll,"1,320,000"
698,Bank-Simulator,"40,700,000"
699,Bank,"544,000,000"
700,Bang,"50,800,000"
701,Bandsintown-API,"45,200"
702,BambooTalk-Language,"1,020,000"
703,Bamboo.Prevalence,"4,320,000"
704,Balloon,"20,100,000"
705,Baidu-plus-plus,"155,000,000"
706,Bagel2,"8,800,000"
707,Backpack,"21,700,000"
708,BackgroundSubtraction,"1,300,000"
709,Background-Timelapse,"2,350,000"
710,Background-Changer,"149,000,000"
711,Backbars,"154,000,000"
712,Bachelor-Thesis-I,"7,520,000"
713,BachProef,"6,210,000"
714,BabelDjango,"211,000"
715,BXE2,"14,100"
716,BWWD,"193,000"
717,BWAG,"1,110,000"
718,BTDB,"260,000"
719,BRMS-Dealer-Promotions,"33,000,000"
720,BOUT-0.8,"1,760,000,000"
721,BOUT,"16,600,000"
722,BOS_Life,"32,400,000"
723,BOFH,"870,000"
724,BNRPersistence,"42,400"
725,BN-Inference,"8,160,000"
726,BMC-author-extractor,"6,230,000"
727,BGWebServer,"2,350,000"
728,BERT-JS,"3,340,000"
729,BDD-Demo,"380,000"
730,BD-incollo,"1,810,000"
731,BCC_Challenge2,"5,960,000"
732,BC2Monitor,"25,100,000"
733,BC2-Stats,"231,000"
734,BBsharp,"1,560"
735,BBot,"1,070,000"
736,BARcamp-Chicago-Website,"91,800,000"
737,BARTracker,"47,800,000"
738,B-B-rebirth,"10,300,000"
739,Azure--Infinite-Skies,"7,470,000"
740,Azure,"56,300,000"
741,Azul,"23,800,000"
742,AzqLocmon,35
743,AzqGenUtils,65
744,Axapta-Batch-Runner,"26,400,000"
745,Awesomecomplete,"16,500,000"
746,AwesomeScript,"188,000"
747,Awesome-Forth,"14,100,000"
748,Avogadro-Packmol-Extension,"135,000"
749,Avioes-Grasp,"6,980"
750,Avalon-Scrollmaker-2.0,"87,000"
751,Avalanche,"13,300,000"
752,Autonomous,"13,300,000"
753,Automaton,"1,970,000"
754,AutomatedTester.PagePerf,"15,100"
755,Autolisp-Shell-Extension,"29,700,000"
756,Autofocus-4-system,"6,020,000"
757,Autofac-Visualizer,"60,800"
758,Autobits,"11,300"
759,Autobahn,"5,170,000"
760,AutoTest.Net,"107,000"
761,AutoMenuGenerator,"51,300,000"
762,AutoMate,"38,100,000"
763,AutoMapperStuff,"37,600"
764,AutoLint,"2,380,000"
765,AutoLayoutApplication,"66,700,000"
766,AutoHotkey_N,"3,470,000"
767,AutoHelperServices,"15,300,000"
768,AutoDJ,"60,800"
769,AutoConvert,"37,200"
770,AutoBT,"51,900"
771,Auto-library-update-plugin-for-quodlibet,"50,600,000"
772,Auto-Models,"221,000,000"
773,Auto-Input-Text-Direction,"6,080,000"
774,AuthenticatedAuthorizedProject,"24,600,000"
775,Aurorav2,"5,790,000"
776,AudioBox.fm-JavaLib,"107,000"
777,AudioAnecdotes,"8,700,000"
778,Audacity-of-Tanish-for-WP,"481,000"
779,AttributeRouting,"3,940,000"
780,Atmega644-Test-Code,"114,000,000"
781,Atmega328p-Dev-board-code,"68,800,000"
782,Atlas-Flight-Computer,"1,130,000"
783,Atlantronic,"30,800,000"
784,Atify,"2,270,000"
785,Athena-Physics,"457,000"
786,Athena-Inputs,"732,000"
787,Athena-Framework,"1,060,000"
788,Athena,"20,400,000"
789,AsyncDependencyManager,"2,050,000"
790,AsyncCommandTutorial,"8,630,000"
791,Async-Script-Loader,"8,480,000"
792,Astrea,"1,060,000"
793,AstralTemplate,"1,490,000"
794,Asteroids,"3,620,000"
795,Asteroid,"8,530,000"
796,Asteroi3ds,"3,670,000"
797,AsteriskCallLog,"1,180,000"
798,Astar,"3,110,000"
799,Assets,"43,300,000"
800,Asset-Deflator,"615,000"
801,AssertLooksLike,"2,780,000"
802,Assembly-code-optimizer,"50,600,000"
803,AspSQLProvider,"7,730,000"
804,Asp.Net-Precompiler,"29,100,000"
805,Asma,"5,490,000"
806,AsianetLoginGui,"17,100"
807,AscNHalf,"4,160,000"
808,ArticleID-ChromeExtension,"128,000"
809,Arthur,"30,400,000"
810,Around-The-World,"43,000,000"
